============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.14-s082_1
  Generated on:           May 20 2023  06:21:47 am
  Module:                 sdc300_chip
  Operating conditions:   ssg_cworst_max_0p99v_125c (balanced_tree)
  Operating conditions:   ssg_cworst_max_0p99v_m40c (balanced_tree)
  Wireload mode:          top
  Area mode:              timing library
============================================================

                                                                         Leakage                                                                          Library 
                     Gate                      Instances      Area      Power (nW)                                 Library                                 Domain 
NAND3XXB_X2M_A7TSULP_C50                              14        23.461       5.632    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3XXB_X3M_A7TEHULP_C50                              1         2.048       0.105    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3XXB_X4M_A7TSULP_C50                               2         5.586       1.355    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X1A_A7TEHULP_C50                                32        23.834       0.982    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X1A_A7TSULP_C50                                113        84.162      21.050    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X1M_A7TEHULP_C50                              5973      4448.690     219.029    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X1M_A7TSULP_C50                                192       143.002      19.833    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X1P4A_A7TEHULP_C50                              27        35.192       1.485    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X1P4A_A7TSULP_C50                              133       173.352      30.597    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X1P4M_A7TEHULP_C50                              73        95.148       1.283    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X1P4M_A7TSULP_C50                               39        50.833       7.485    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X2A_A7TEHULP_C50                                13        16.944       0.641    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X2A_A7TSULP_C50                                 47        61.260      20.029    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X2M_A7TEHULP_C50                               262       341.491       8.347    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X2M_A7TSULP_C50                                 41        53.439       8.592    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X3A_A7TEHULP_C50                                 3         5.586       0.056    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X3A_A7TSULP_C50                                  6        11.172       2.947    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X3M_A7TEHULP_C50                                48        89.376       1.679    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X3M_A7TSULP_C50                                  4         7.448       1.024    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X4A_A7TEHULP_C50                                 2         4.841       0.368    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X4A_A7TSULP_C50                                 18        43.571      14.636    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X4M_A7TEHULP_C50                                19        45.991       0.970    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X4M_A7TSULP_C50                                  2         4.841       0.763    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X6A_A7TSULP_C50                                  5        17.689       5.945    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND3_X6M_A7TEHULP_C50                                 2         7.076       0.277    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND3_X6M_A7TSULP_C50                                  5        17.689       3.807    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4BB_X1M_A7TEHULP_C50                            1578      1762.942      66.490    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4BB_X1M_A7TSULP_C50                               23        25.696       4.006    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4BB_X1P4M_A7TEHULP_C50                             7        13.034       0.254    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4BB_X1P4M_A7TSULP_C50                             12        22.344       3.954    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4BB_X2M_A7TEHULP_C50                               9        16.758       0.433    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4BB_X2M_A7TSULP_C50                                9        16.758       3.963    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4BB_X3M_A7TEHULP_C50                               1         2.607       0.046    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4BB_X4M_A7TEHULP_C50                               5        16.758       0.477    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4B_X1M_A7TEHULP_C50                               51        66.473       2.631    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4B_X1P4M_A7TEHULP_C50                              2         4.096       0.046    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4B_X3M_A7TSULP_C50                                 1         2.607       0.160    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4XXXB_X1M_A7TEHULP_C50                          1369      1529.447      66.293    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4XXXB_X1M_A7TSULP_C50                             56        62.563      10.074    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4XXXB_X1P4M_A7TEHULP_C50                           4         8.193       0.231    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4XXXB_X1P4M_A7TSULP_C50                            8        16.386       1.911    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4XXXB_X2M_A7TEHULP_C50                             5        10.241       0.442    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4XXXB_X2M_A7TSULP_C50                              6        12.289       2.259    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4XXXB_X3M_A7TSULP_C50                              1         2.607       0.327    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4XXXB_X4M_A7TEHULP_C50                             1         3.538       0.206    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4_X1A_A7TEHULP_C50                                 7         6.517       0.489    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4_X1A_A7TSULP_C50                                  6         5.586       1.599    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4_X1M_A7TEHULP_C50                             16257     15135.267    1001.926    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4_X1M_A7TSULP_C50                                 70        65.170      12.371    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4_X1P4A_A7TEHULP_C50                               5         8.379       0.435    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4_X1P4A_A7TSULP_C50                                1         1.676       0.065    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4_X1P4M_A7TEHULP_C50                              10        16.758       0.579    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4_X2A_A7TEHULP_C50                                 1         1.676       0.102    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4_X2A_A7TSULP_C50                                  1         1.676       0.059    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NAND4_X2M_A7TEHULP_C50                                15        25.137       1.063    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4_X3M_A7TEHULP_C50                                 3         7.262       0.401    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NAND4_X3M_A7TSULP_C50                                  2         4.841       0.958    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2B_X1M_A7TEHULP_C50                               830       772.730      22.605    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2B_X1M_A7TSULP_C50                                 50        46.550      10.421    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2B_X1P4M_A7TEHULP_C50                              60        67.032       2.201    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2B_X1P4M_A7TSULP_C50                               14        15.641       3.276    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2B_X2M_A7TEHULP_C50                                 5         5.586       0.274    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2B_X3M_A7TEHULP_C50                                 7        10.427       0.502    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2B_X4M_A7TEHULP_C50                                 3         5.586       0.235    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2B_X6M_A7TEHULP_C50                                 1         2.793       0.154    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2B_X6M_A7TSULP_C50                                  1         2.793       0.713    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2XB_X1M_A7TEHULP_C50                            68987     51381.518    1882.995    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2XB_X1M_A7TSULP_C50                                73        54.370      12.740    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2XB_X1P4M_A7TEHULP_C50                            181       202.213       5.928    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2XB_X1P4M_A7TSULP_C50                              10        11.172       2.156    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2XB_X2M_A7TEHULP_C50                               15        16.758       0.571    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2XB_X3M_A7TEHULP_C50                               12        17.875       0.698    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2XB_X4M_A7TEHULP_C50                                2         3.724       0.155    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2XB_X4M_A7TSULP_C50                                 1         1.862       0.260    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2XB_X6M_A7TEHULP_C50                                4        11.172       0.531    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2XB_X6M_A7TSULP_C50                                 1         2.793       1.403    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X1A_A7TEHULP_C50                                248       138.533       4.629    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X1A_A7TSULP_C50                                  42        23.461       7.651    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X1B_A7TEHULP_C50                              46195     25804.527     730.169    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X1B_A7TSULP_C50                                 474       264.776      59.718    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X1M_A7TEHULP_C50                                403       225.116       6.459    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X1M_A7TSULP_C50                                   9         5.027       1.673    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X1P4A_A7TEHULP_C50                              134       124.754       3.970    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X1P4A_A7TSULP_C50                                71        66.101      20.913    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X1P4B_A7TEHULP_C50                             2604      2424.324      61.139    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X1P4B_A7TSULP_C50                               286       266.266      46.398    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X1P4M_A7TEHULP_C50                              888       826.728      21.433    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X1P4M_A7TSULP_C50                                 9         8.379       1.287    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X2A_A7TEHULP_C50                                 46        42.826       1.616    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X2A_A7TSULP_C50                                   7         6.517       3.065    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X2B_A7TEHULP_C50                                898       836.038      24.599    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X2B_A7TSULP_C50                                 128       119.168      23.614    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X2M_A7TEHULP_C50                                173       161.063       5.434    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X2M_A7TSULP_C50                                  46        42.826      14.000    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X3A_A7TEHULP_C50                                 22        28.675       1.205    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X3A_A7TSULP_C50                                   5         6.517       3.251    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X3B_A7TEHULP_C50                                231       301.085       9.554    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X3B_A7TSULP_C50                                  65        84.721      17.398    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X3M_A7TEHULP_C50                                 52        67.777       2.344    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X3M_A7TSULP_C50                                  26        33.888       9.142    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X4A_A7TEHULP_C50                                  7        11.731       0.516    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X4B_A7TEHULP_C50                                153       256.397       8.596    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X4B_A7TSULP_C50                                  50        83.790      15.947    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X4M_A7TEHULP_C50                                 11        18.434       0.789    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X4M_A7TSULP_C50                                  10        16.758       6.147    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X6A_A7TEHULP_C50                                  1         2.421       0.110    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X6A_A7TSULP_C50                                   1         2.421       0.245    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X6B_A7TEHULP_C50                                 30        72.618       2.876    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X6B_A7TSULP_C50                                   9        21.785       4.074    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X6M_A7TEHULP_C50                                  3         7.262       0.344    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X6M_A7TSULP_C50                                   1         2.421       1.305    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR2_X8B_A7TEHULP_C50                                  3         9.496       0.458    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR2_X8B_A7TSULP_C50                                   1         3.165       0.312    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3BB_X1M_A7TEHULP_C50                             1777      1654.387      54.568    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3BB_X1M_A7TSULP_C50                                37        34.447       7.009    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3BB_X1P4M_A7TEHULP_C50                             65        84.721       2.440    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3BB_X1P4M_A7TSULP_C50                               8        10.427       1.795    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3BB_X2M_A7TEHULP_C50                               11        14.337       0.496    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3BB_X2M_A7TSULP_C50                                 6         7.820       1.415    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3BB_X3M_A7TEHULP_C50                                3         6.145       0.189    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3BB_X3M_A7TSULP_C50                                 4         8.193       1.089    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3BB_X4M_A7TEHULP_C50                                1         2.421       0.061    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3BB_X4M_A7TSULP_C50                                 2         4.841       1.027    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3BB_X6M_A7TEHULP_C50                                1         3.538       0.143    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3_X1A_A7TEHULP_C50                                  6         4.469       0.098    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3_X1A_A7TSULP_C50                                   1         0.745       0.142    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3_X1M_A7TEHULP_C50                               3999      2978.455      73.539    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3_X1M_A7TSULP_C50                                  19        14.151       2.932    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3_X1P4A_A7TSULP_C50                                 3         3.910       0.827    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3_X1P4M_A7TEHULP_C50                               22        28.675       0.531    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3_X2M_A7TEHULP_C50                                  6         7.820       0.202    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3_X2M_A7TSULP_C50                                   3         3.910       0.368    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3_X3A_A7TSULP_C50                                   1         1.862       0.071    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3_X3M_A7TEHULP_C50                                  1         1.862       0.036    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR3_X3M_A7TSULP_C50                                   1         1.862       0.930    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR3_X4M_A7TSULP_C50                                   1         2.421       1.192    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR4BB_X1M_A7TEHULP_C50                             1930      2156.196      70.641    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR4BB_X1M_A7TSULP_C50                                 5         5.586       1.249    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR4BB_X1P4M_A7TEHULP_C50                              5         9.310       0.301    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
NOR4BB_X1P4M_A7TSULP_C50                               5         9.310       1.097    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR4BB_X2M_A7TSULP_C50                                 1         1.862       0.786    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
NOR4BB_X4M_A7TSULP_C50                                 1         3.352       1.446    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA1B2_X1M_A7TEHULP_C50                              2254      2098.474      77.390    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA1B2_X1M_A7TSULP_C50                                 16        14.896       6.132    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA1B2_X1P4M_A7TEHULP_C50                              12        15.641       0.501    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA1B2_X1P4M_A7TSULP_C50                                1         1.303       0.527    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA1B2_X2M_A7TEHULP_C50                                13        16.944       0.643    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA1B2_X2M_A7TSULP_C50                                  3         3.910       2.045    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA1B2_X3M_A7TEHULP_C50                                19        38.916       1.481    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA1B2_X4M_A7TEHULP_C50                                 3         7.262       0.279    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA211_X1M_A7TEHULP_C50                               188       245.039       7.332    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA211_X1M_A7TSULP_C50                                  3         3.910       0.986    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA211_X1P4M_A7TEHULP_C50                              10        14.896       0.551    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA211_X2M_A7TEHULP_C50                                 2         2.979       0.097    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21A1OI2_X1M_A7TEHULP_C50                          1030      1150.716      26.120    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21A1OI2_X1M_A7TSULP_C50                              4         4.469       0.427    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21A1OI2_X1P4M_A7TEHULP_C50                           2         3.352       0.065    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21A1OI2_X2M_A7TEHULP_C50                             2         3.724       0.097    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21A1OI2_X2M_A7TSULP_C50                              2         3.724       0.827    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21A1OI2_X3M_A7TEHULP_C50                             1         2.421       0.033    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21A1OI2_X4M_A7TSULP_C50                              1         3.352       0.135    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21B_X1M_A7TEHULP_C50                               674       627.494      24.150    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21B_X1M_A7TSULP_C50                                 13        12.103       5.149    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21B_X1P4M_A7TEHULP_C50                              19        24.765       0.746    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21B_X1P4M_A7TSULP_C50                               10        13.034       5.195    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21B_X2M_A7TEHULP_C50                                17        22.158       0.854    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21B_X2M_A7TSULP_C50                                  2         2.607       1.217    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21B_X3M_A7TEHULP_C50                                10        20.482       0.763    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21_X1M_A7TEHULP_C50                                921      1028.941      37.468    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21_X1M_A7TSULP_C50                                  40        44.688      12.274    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21_X1P4M_A7TEHULP_C50                               47        61.260       2.318    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21_X1P4M_A7TSULP_C50                                 5         6.517       1.834    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21_X2M_A7TEHULP_C50                                 11        14.337       0.641    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
OA21_X2M_A7TSULP_C50                                   2         2.607       1.120    sc7mc_cln40ulp_base_svtulp_c50_ssg_cworst_max_0p99v_125c                  0 
OA21_X3M_A7TEHULP_C50                                 35        71.687       3.260    sc7mc_cln40ulp_base_ehvtulp_c50_ssg_cworst_max_0p99v_125c                 0 
